text,dataset,label
"The words of 2020

2020 was not a vintage year. You were more likely to finish Netflix than see your grandparents. However, it did inspire a few new additions to the English language. Michael Davies Dec 24, 2020·3 min read

Pixabay

A note on these words: they are either portmanteaus (a mixture of two words), words that have been around for a while and have found new meaning or words with added prefixes to change their meaning somewhat.

Covidiot

We can thank portmanteaus for providing the English language with many annoying words such as brunch, chillax and Brexit. It’s latest gift was a mixture of covid-19 and idiot that perfectly sums up those peculiar people who feel that the virus is some made-up idea by the mainstream media in collaboration with Bill Gates and George Soros to keep us all in our homes while mutant lizards take over the world. Or something.

Karen

Having known several Karens who do not fit the definition, I was loath to include this but it has featured far too heavily in the media to be left out. A karen is someone who behaves obnoxiously and acts as if the world owes her a favour. The word became popular when Amy Cooper threatened to call the police to attend to a black man who had told her that her dog had to be on a lead in Central Park. He filmed the entire incident and she lost her well-paid job as a result.

Zoom

I’m still to be converted to the merits of Zoom as I am unsure of the difference between it and Skype; the name of an American company that few people had heard of last year now appears to be the definitive word for video conferencing. It has yet to reach verb-like status in the same way as to google but I am sure it’s only a matter of time.

Malarkey

A word inspired not by covid-19 but by Joe Biden, malarkey is an old-fashioned word meaning nonsense. Whether the 46th President of the United States manages to popularise it in 2021 is one for the futurists. It’s a fun word and I hope he succeeds.

Defund

In the US, there was frequent talk of defunding the police while in the UK people on the extreme right and extreme left would occasionally call for the BBC to be defunded if a reporter said something that they didn’t agree with. While the word is more nuanced than simply suggesting that funding should be taken away from a public body, few people recognise that.

Lockdown

The only time we had ever heard of a lockdown pre-2020 was when it featured in a prison movie. By the end of 2020, we were all Sylvester Stallone trying to break out of jail for a quick trip to the shop.

Doomscrolling

As most of the world seemed to be confined to their houses for large parts of 2020, there was very little one could do except reach for your mobile and see how bad things were outside. Doomscrolling is the act of looking through endless news stories on your phone about the number of people in hospital, the various mutations of the virus, the number of businesses that were closing and the number of deaths. It is not recommended.

For more words of 2020, watch this video. If there are any you think that have been forgotten, let us know in the comments.

https://www.youtube.com/watch?v=IKAVNhKtFJE&t",human,human-written
"DATA ON AWS

Caching in AWS

Repeat read access patterns have mandated the implementation of a caching layer in most modern applications. These access patterns might be for different use cases, such as configuration files, images, any file on a CDN. The idea behind caching is to store some items closer to the compute layer to avoid time spent on roundtrips and bandwidth limitations, usually resulting in sub-millisecond response times for building blazing fast applications.

Scaling up an application, you’ll find yourself in a situation where you’ll have to scale up all the components so that they synchronize well after the scaling up. For most businesses, it is better to use managed solutions implementing different layers of the application.

One such component is the cache. Caches are used everywhere — in your browser, in your mobile apps, when you’re streaming audio, and when you’re watching a YouTube video. It’s important to understand that what we’ll be talking about in this post is server-side caches and not client-side caches.

Caches are usually implemented using high-speed volatile devices such as RAMs. To implement a cache, you can use one of many cache algorithms or cache replacement policies. Two of the most popular OSS caching projects that allow you to do that is — Redis and Memcached. AWS’s ElastiCache supports both these projects.

A cache doesn’t necessarily have to be in-memory. You can use a fast SSD as a cache for a slow HDD with a rotating disk if you think about it. Anything with higher IO and lower latency can be used as a cache. That’s why services like DynamoDB are used as caches too. And then, there are in-memory tables in relational and non-relational databases, which use a part of the RAM to store data. We’ll talk about these different services in this post.

ElastiCache for Redis & Memcached

AWS ElastiCache is a caching service that supports both Redis and Memcached engines. Both Redis and Memcached have a baseline of standard features but provide enough unique features to have separate use cases for both. We’ll delve into the architecture and AWS-managed features for both of these caches in the upcoming posts.

Memcached is a multi-threaded, in-memory key-value store that supports caching of simple data types. Memcached is meant just for caching simple string objects up to 1 MB in size. Redis, on the other hand, is much more than a cache. Redis can store advanced data types such as hashes, lists, and sorted sets. One other significant difference between these two is that Redis supports persistence on disk, enabling you to store long-lived data or reload your cache in case of a server restart.

These caches can support many use cases, including storing and processing data from streaming platforms, leaderboards, IoT devices, etc. For example, Redis is increasingly being used for high-speed geospatial data storage and processing.

As mentioned earlier, you can use these caches to improve the response times of an application drastically. For new data, rather than going to the database first and writing it, you can write it to a cache first and serve any following read requests from the cache itself. For older data, when something is requested after a long time, you can bring it to the cache for any further requests.

DynamoDB

Caching doesn’t start and end with Redis and Memcached. DynamoDB is a multi-purpose, serverless, key-value database used both as a key-value-cum-document store and a cache. For simple applications, you can use DynamoDB to store configuration files for your application. For high volume, complex applications like gaming platforms, you can use DynamoDB to store session information, leaderboards, etc.

Although DynamoDB supports storing JSON data, don’t use it as a replacement of MongoDB on AWS. For availing all the capabilities of MongoDB on AWS, use DocumentDB.

Data engineers can use DynamoDB to store data pipeline and orchestration metadata to enable replayability. ML engineers can use DynamoDB to feed data into SageMaker for real-time predictions and analysis. With DynamoDB being a much more flexible product than an in-memory cache, many use cases have a much wider array. I wrote about my experience using DynamoDB about two years ago:

In-Memory Tables in Databases

Having used relational databases extensively, I have to mention that I haven’t seen a complex application using only a single caching solution. Databases use the same caching mechanisms in the form of buffer memory. The idea is to keep as much of the database within memory as possible. For faster reads and writes of non-critical data, say, when you’re processing data for an ETL job using pure SQL, you can use in-memory tables. Keep in mind that these tables aren’t durable. Everything in the buffer memory of a database goes away if the server is restarted. The buffer is warmed up again when you start querying the database again.

Using memory-based tables brings us back to the concept of using anything which has higher IO and lower latency than your next closest storage medium as a cache. And that’s exactly what memory tables are used for.

What’s Next?

This was the third post in a long series of posts about data-related services on AWS. Previously, I have talked about RDS in detail. The last post was about specialty (purpose-built) databases on AWS.

If you’re interested in reading more of my writings about data & infrastructure engineering, you can visit this page and subscribe! You can also connect with me on LinkedIn.

More content at plainenglish.io",human,human-written
"When looking to buy a gaming mouse you often see them advertised with the specification Polling Rate. The most common question regarding this is what does it mean and how useful is it. This specification is not be mixed up with DPI

Polling Rate Explained

Polling rate is a specification which is mostly found on gaming mice. Polling Rate is measured in Hertz or HZ in short. Polling rate will help us gamers understand how fast the mouse will respond when connected to our computer.

A mouse’s polling rate will determine how often it will report its position to the computer. This means that if a mouse has 125HZ it will report its position to the computer 125 times every second or every 8 milliseconds and if the mouse has 500HZ it will report its position to the computer every 2 milliseconds.

A gaming mouse which has a high polling rate can decrease the input lag that occurs when you move your mouse, this means that when you move your mouse the inputs will be shown with less input lag on your screen. It is also important to understand that a high polling rate will also use more CPU resources on your computer as the CPU has to create more queries for the mouse to read its position.

Gaming mice today support a high polling rate out of the box and often come with software that will allow the end user to change to polling rate or else the mouse will have a switch which will allow the end user to change the polling rate on the fly.",human,human-written
"Blockstream Markets Weekly — Sep 17, 2021

BMN sells out in two minutes, Fidelity lobbying for BTC ETF, Cathie Wood reiterates $500k price target, Coinbase bonds oversubscribed, MicroStrategy sells stock to boost BTC war chest, and El Salvador promises foreigners no tax on BTC Blockstream Follow Sep 17 · 7 min read

By Jesse Knutson

Bounce

Bitcoin is on pace to reclaim about half the ground lost last week and tracking the seventh weekly gain of the past ten.

Major stonks indices ended the week near the top end of their historic range as gold dropped through its 50-day moving average to a one-month low, the USD strengthened and the CNY continued to drift lower as the domestic real estate crisis unfolds.

Bitcoin, technically, continues to look interesting as the volatility squeeze highlighted over the previous two weeks continues to play out. Onchain data, fund flows and funding rates also look supportive.

The herd is coming

Blocksteam followed up on a string of positive headlines over the past few weeks with the successful completion of tranche three of the Blockstream Mining Note. Today’s tranche saw $5.5M of BMN orders filled in under two minutes.

Outside of that, news flow this week was led by institutional and corporate headlines with reports that Fidelity had met with the SEC to pitch its BTC ETF application, Cathie Wood reiterating her $500,000 Bitcoin target price, Coinbase junk bonds ~5x oversubscribed, and MicroStrategy reportedly selling $400M in stock to boost its Bitcoin holdings.

Canary in the CNY coal mine?

There’s a big bubble bursting in China, and it’s not Bitcoin.

The ongoing Evergrande saga is massive in scale: $300B in liabilities, commitments to complete 1.4 million properties, 16% of China’s total high-yield bond market, and swarms of disgruntled retail investors.

Evergrande is a systemically important company to China’s economy and the ripple effect could drive real pain; fire sales across real estate markets, evaporation of supply chain profit margins, and a nosedive in capital markets. The stakes are high and it’s unclear how this will be navigated.

China already has a lot on its plate with an ongoing economic slowdown, rising tensions with Western countries, and a crackdown on private sector companies from a broad range of industries — including Bitcoin.

I wonder if the Bitcoin crackdown is a canary in the coal mine, and perhaps part of a larger effort to tighten capital controls as the powers that be attempt to address escalating issues in China’s massive real estate market.

The surprise string of 2015 CNY devaluations took markets by surprise, and I think we’re a primary driver of Bitcoin’s grind higher in 2016 (chart below).

A repeat of that would be massively bullish for Bitcoin.

Cups, handles, and squeezes

Over the past two weeks, I’ve highlighted the volatility squeeze playing out and how last week’s dump was probably a head fake, so it’s encouraging to see price rebound back up around the 20-day moving average.

The overall setup continues to look supportive; Bitcoin saw +$60M in fund flows over the past two weeks and MicroStrategy buying has lifted BTC in corporate treasuries to around an all-time high, funding rates remain low, and charts on the crypto space as a whole look like they could be setting up for a broad-based break higher.

With both the 50-day moving average and the 200-day moving average sitting at $46,000, I think this is probably a fairly strong line of support. Just north of $52,000 marks both two standard deviations above the 20-day moving average and the price peak from a few weeks ago. This is probably the main line of near-term resistance.

Onchain data also looks increasingly positive, with indications that both small and large wallets are now pulling in the same direction for the first time in weeks.

What’s going on in China (Evergrande and real estate) is a bit off the Bitcoin radar at the moment, but could also be a massive Bitcoin price driver if it spills over into pressure on the CNY.

📬 Register your email to receive Blockstream Markets Weekly delivered straight to your inbox. 📬

Bitcoin markets news

Tranche three saw €4.7M (~ $5.5M USD) worth of the BMN sell out in less than two minutes

Each BMN was offered at €240,000 (~ $280,000 USD)

Brings the total issuance of BMNs to €11.3M (~ $13.3M USD)

Filings show that Fidelity’s head of Digital Assets, Tom Jessop met with SEC officials earlier in the month

Fidelity filed for a BTC ETF in March, called the Wise Origin Bitcoin Trust

There are several Bitcoin ETF applications in the works, data from Bloomberg shows potential approval for most of them clustered around the last week of October and the first week of November

Speaking to reporters at the Salt technology conference in New York, Wood said:

“If we’re right and companies continue to diversify their cash into something like bitcoin, and institutional investors start allocating 5% of their funds, we believe that the price will be ten-fold of where it is today…so instead of $45,000, over $500,000”

Demand reportedly hit $7B allowing Coinbase to jack size 33% from the original $1.5B

Interest rates were set at 3.375% and 3.625% for seven and ten-year bonds

This shows that industry financing has graduated from venture funding

Reported earlier in the week that it had acquired 8,957 BTC between July 1 and Sep 12 at an average price of $46,875

The company also disclosed that it had issued and sold a total of 555,179 shares of common stock to raise about $400M

The announcement is part of an effort to attract Bitcoin HNW and stimulate investment into the country

Javier Argueta, a legal adviser to President Nayib Bukele, announced that

“There will be no taxes to pay on either the capital increase or the income”

Possibly the most beautiful sentence in human history

SEC Chairman Gary Gensler told the Senate Banking Committee the SEC is trying to protect investors through better regulation of the thousands of new digital assets and coins, as well as oversight of the more-familiar BTC and ETH markets.

Sen. Pat Toomey said

“My whole point is, I think we need clarity on this….I think you should publicly disclose this. … And we certainly shouldn’t be taking enforcement action against somebody without having first provided that clarity”

The rest of the world struggled to gain access to US innovation over the previous 30 or 40 years, it looks like US investors are being increasingly locked out of innovation happening in global markets

Korea has imposed a September 24 deadline when more than 60 trading venues in South Korea must notify customers of a partial or full suspension

To continue operating, exchanges must register with the Financial Intelligence Unit by Sept. 24. They must also partner with banks to ensure real-name accounts.

There are only so many banking relationships to go around, though, which is creating a musical chairs situation in which many platforms will be left without a partner on the banking side

AMC has been one of the focus of meme mania, with stonk prices surging > 2,000% YTD

The company plans to accept Bitcoin for theatre tickets by the end of the year. They have mentioned this plan previously, so not a surprise

Looks like an effort to diversify away from commission compression in spot trading

Last year, Coinbase bought Skew, a derivatives market tracker

Charts

Remember 2016?",human,human-written
"Shortly after Pope Francis gave an homily in which he said even atheists who do good are redeemed, a statement from a Vatican spokesman clarified the pope's remarks.

Just one day after the pope's now famous words in Rome on May 22, a Vatican spokesman the Rev. Thomas Rosica released a statement quoting a section of the Catechism of the Catholic Church that says people who reject the teachings of Jesus Christ cannot attain salvation.

""All salvation comes from Christ, the Head, through the Church which is his body,"" Rosica wrote. ""Hence they cannot be saved who, knowing the Church as founded by Christ and necessary for salvation, would refuse to enter her or remain in her.""

However, Rosica wrote that it's not impossible for an atheist to eventually be saved by Christ.

“Rejection of Christianity may not mean the rejection of Christ,” he wrote. ""We can never say with ultimate certainty whether a non-Christian who has rejected Christianity...is still following the temporary path mapped out for his own salvation which is leading him to an encounter with God.”

Rosica's statement was written in response to the many calls and messages he received after Francis' controversial homily.

The Catholic Church defines redemption and salvation differently: while everyone is redeemed through the death of Jesus Christ, salvation is offered by God and can be either accepted or rejected individually.

In his homily, the pope said everyone, ""even the atheists,"" have been redeemed ""with the Blood of Christ,"" according to Vatican Radio.

""If we, each doing our own part, if we do good to others, if we meet there, doing good, and we go slowly, gently, little by little, we will make that culture of encounter,"" Francis said. ""We must meet one another doing good. 'But I don't believe, Father, I am an atheist!' But do good: we will meet one another there.""

The Vatican's statement seemed to attempt to do damage control for Francis' remarks, emphasizing that his job is more to speak well than to provide an indisputable interpretation of the Bible.

""[Pope Francis] is first and foremost a seasoned pastor and preacher who has much experience in reaching people,"" the statement said. ""His words are not spoken in the context of a theological faculty or academy nor in interreligious dialogue or debate.""",human,human-written
"Chapter 1 — Introduction

A reinforcement learning system has four main subelements:



- a policy

- a reward signal

- a value function

- and optionally, a model of the environment

Policy

The policy defines how the agent will behave in any given time. More formally, it’s a mapping from the states of the environment to actions to be taken when in those states.

Different states and the possible actions from them [ref]

For example, imagine that you’re in state S2. Notice that you can go to either state S3 (taking action a6), or stay in the same state S2 (take action a3). The policy tells that you should take action a6 and go to state S3.

So again, a policy π is a function that takes as an input a state “S” (S2 in our example) and returns an action “a” (a6 in our example).

That is: π(s) → a

Or in our example, π(S2) → a6

It’s also important to understand that the learner and decision-maker is called the agent. The thing it interacts with, comprising everything outside the agent, is called the environment.

The policy may look like a lookup table, a simple function, or it may involve extensive computation such as a search process.

Also, the policy alone is sufficient to determine the agent’s behavior.

Policies are usually stochastic, meaning that we select an action from a probability distribution.

As an example, imagine that we are state S2 again. The policy will not just tell the agent “take action a6”. Instead, it will say “take action a6 with probability 88%, and take action a3 with probability 12%”.

Reward signal

After every action that the agent takes, the environment sends it a single number, a reward. The reward that the agent receives depends on the agent’s action and the state. The agent’s only goal is to maximize the total reward it receives over the long run.

The reward signal thus tells the agent what are the good and what are the bad decisions (e.g. low reward = bad, high reward = good).

The reward signal is the primary basis for altering the policy. Meaning, if the policy tells the agent to select an action when it’s in specific state (e.g. choose action “a6” when you’re in state “S2”), and that action is followed by a low reward, then the policy may be changed to select some other action in that situation (i.e. state) in the future.

Value function

Whereas the reward signal indicates what’s good for the agent at the moment (e.g. taking action “a6” right now when the agent is on “S2), a value function specifies what is good in the long run.

The value function takes into account the states that are likely to follow, and the rewards available in those states.

The value of a state is the total amount of reward an agent can expect to accumulate over the future, starting from that state.

So going back to our example, the value of state S3 takes into account the fact that after going into S3, you could also go to states S1 and S4.

The value of state S2 takes into account the fact that after going into S2, you could also go to states S3 and S2.

It’s important because a state might always gives an agent a low immediate reward, but if that state have a high value, it means that it’s often followed by other states that yield high rewards (hence, the agent should still go to that state).

So for example, imagine again that the agent is at state S2, and that taking action “a3” yields a reward with a value of 5. And that taking the action “a6” yields a reward with a value of 3. Maybe the reason the policy told the agent to go to state S3 from state S2 (taking action “a6”) is that once the agent is on state S3, it can take action “a2” that yields a 100 reward value.

Rewards are given directly by the environment, but values must be estimated and re-estimated from the observations an agent makes over its lifetime. That is, because the value of a state will change depending on what the agent knows about futures possibilities from that state. And since the agent continuously explore, it will discover more possibilities.

Without rewards there will be no values, and the only reason to estimate values is to achieve more rewards in the long run. Hence, you can think about rewards as primary, and values as secondary (they are just used as predictions of future rewards).

Nevertheless, it’s values that we care about when making and evaluating decisions. We seek actions that bring us to states of highest value, not the highest reward, because these actions will provide us with the greatest amount of reward in the long run.

Model of the environment

The model of the environment is a model that mimics how the environment will behave.

For example, given a state and an action, the model might predict the next state and next reward.

Models are used for deciding on a course of actions, by taking into account possible future situations before they are actually experienced.

RL problems that use models are called model-based methods.

RL problems that don’t use models are called model-free methods. The agents here are explicitly trial-and-error learners.",human,human-written
"Forgotten

The tale of the girl between the two doors

(See below article*)

“Between the two doors,” she’d said to my grandmother. And for days, the words echoed in her mind as she tried to make sense of it. What’s between the two doors? Which two doors? But no answer came; all was quiet for days. And then it came to her. The attic. The attic was the only place in the house where there was a space between two doors — the door at the bottom of the stairs, and the heavy trap door we had to push up to get into the airless space.

Armed with a flashlight and determination, she trekked up to the second floor once the children were off to school. It was an old house, full of cracks and nooks and crannies. She searched for nearly an hour and was about to give up when she heard the voice in her mind once more. “Between the two doors.” In desperation, she cried out loud, “There’s nothing between the two doors!”. This time an answer came. One word. “Look.”

She sighed and sat on one of the worn wooden steps, and then she saw the gap — how had she not seen it before? There was a gap, wide enough to slide her slender arm in. With the beam of the flashlight, she illuminated the web and dust-filled space until the beam landed on a square piece of yellowed paper. She could barely reach, but with the tips of her fingers, she managed to grab the edge and pull it up.

Her breath caught in her throat as she turned it over and saw it was an old photograph.

A small black and white print of a young girl of about three or four, with white-blond ringlets, sitting with her arms around what appeared to be her baby brother — a little boy of about one, in shorts and suspenders. What broke my grandmother’s heart was that the corner of the picture was torn, removing the baby’s head. Her breath caught as she swallowed the tears, and the words were barely a whisper. “This is you.” There was no answer, but she knew it to be the truth.",human,human-written
"Photo by Yanalya on Freepik

If you’ve been looking for a job for a little while now, you’ve probably already sent dozens, or maybe even hundreds, of job applications to employers. You might be feeling pretty frustrated if you haven’t really been getting many responses. Well, you’re in luck because in this article, I’m going to walk you through the four reasons why employers aren’t calling you back, and exactly what you can do about it.

You’re not showing that you’re a true fit for the job

This is the biggest reason why employers are ignoring. You have probably not done the work of showcasing to them that you are the perfect job candidate. If you don’t do the work of showing to them that you’re a match for them, how can you possibly expect them to give you a call?

To break it down, there are actually three key areas where you potentially may not be showing that you’re a fit for the job. The first one is your resume or CV. Is your resume lacking a clear strategy? When you look at your own resume, do you feel that an employer who sees it would be like, ‘Oh my goodness, this person is the exact perfect fit for the job’? Or do you think they see it and go like, ‘Yeah maybe, not sure.. let’s see what else is out there.’ If you feel that there is room for improvement in your resume or CV, then you are most likely right.

Your resume is the ticket that will get you into the door. If you don’t know how to write your resume in an attractive and compelling way, your resume will simply be thrown to the side. You see, employers get hundreds of resumes all the time. You really need to make sure that your resume stands out from the rest.

The second place where you might not be showing that you are an attractive, high-quality candidate to the employer is in your LinkedIn profile. I know this may sound silly, but when was the last time you actually updated your photo on LinkedIn to not only be one that’s recent, but also one where it shows that you have a bright, energetic and cheerful personality? Your photo on your LinkedIn profile will either help to increase or decrease your chances of getting that initial phone call.

The third place where you’re likely not showcasing your value enough is in your interviews. If you have gotten called for a couple of interviews here and there, but you never got a call back to move forward to the next round, then there’s only one major reason for that. The reason is you’re not telling compelling enough stories in your interviews to the employers. Knowing how to tell compelling stories in your interviews is the key strategy to hooking the employer’s interest in you and getting them to choose you over anyone else. If you want them to give you the job, be sure to tell compelling stories.

Your job applications are not even being seen in the first place

If the only way that you’re applying for jobs is through online job applications, along with hundreds of other people who are also applying through the same job portals, there’s a good chance that employers aren’t even seeing your resume or application. If they can’t see you, they’re definitely not going to be able to hire you. So what do you do?

Firstly, you want to apply to only the freshest jobs — those that have only showed up within the first or second day. If you’re waiting to apply for a job and it’s been posted for a week or two, there’s a good chance that you’ve likely missed the boat. Apply for the jobs that show up right away. Strike them when they’re hot. Employers are likely to look at the actual applications that show up within the first one or two days. You have a higher chance of having your resume being seen by the employer if you apply straight away when a job is posted. Another way to get your job application be seen is to reach out to the employer directly.

You don’t believe that you’ll be able to get the job

No matter how much you want a job, if somewhere inside you’ve lost confidence in yourself and don’t believe that you’ll get the job that you want, then you probably really won’t be able to get it. The lack of belief that you have within yourself is actually what’s causing employers to also have that lack of belief in you.

Be extremely mindful of the thoughts that you’re telling yourself, and how they’re making you feel. If you want employers to change their mind about you and to see you differently, you need to see yourself differently. It all starts with you and ends with you. You need to change the way you feel about yourself. You need to see the value that you can offer to organizations, and then from there you’ll be able to express that in the interviews. That self belief is going to increase the chances of you getting your dream job offer.

You don’t have a hint of the relevant technical skills or qualifications

You need to have relevant skills, experiences and knowledge that can easily translate to the job that you want to get into. That doesn’t mean that you have to have done the exact job before, but if you have transferable skills, experiences and knowledge, those are going to help you increase your chances of getting the job offer. So if you have the required skills, you need to highlight them on your job applications and interviews.

Go after the positions that you really want to get, but also make sure that they align with the skill sets that you currently possess.",human,human-written
"Yes, I Want To Scream At People Who Defy COVID-19 Rules

I have been thinking about the recent viral audio clip of megastar Tom Cruise cursing at crew members who broke COVID-19 safety protocols on the London set of the next Mission: Impossible sequel.

He is clearly a dude with a temper and I relate to that. It’s also clear he’s quite practiced at bawling people out — you can bet he’s incinerated a hotel manager over the phone because the pillows in his suite weren’t properly fluffed.

I’m not suggesting I’m anything like Tom Cruise, by the way. I just identify with dudes blowing their fuses. I’m not a millionaire celebrity nor am I a Hollywood legend nor am I an Operating Thetan Level Eight. I’m just a man pointing at another man. I’m ashamed to admit it but I’ve gotten furious at people who did not deserve it.

But I’ve also, very rarely, been righteous. A guy can get lucky, you know?

In the leaked tape Cruise just goes apeshit on a pair of people who were standing too close together and not social distancing. For three whole minutes, Tom Cruise just goes off. “If I see you do it again you’re fucking gone,” he shouts. “We are creating thousands of jobs, you motherfuckers. I don’t ever want to see it again. Ever!”

He lambasts these two and everyone listening. The pandemic has ravaged many industries, including the film industry. The very lucrative Mission: Impossible movies are being made under strict rules. Not everyone is as fortunate as the cast and crew of Cruise’s blockbuster franchise.

COVID-19 is a disaster for Hollywood and Cruise’s set is a sport of elite experiment in safe filmmaking while a deadly global virus runs rampant.

During the rant Cruise makes great points, you know? As one of the executive producers, he’s responsible for the livings of a great number of people. These film productions are like entire mini-economies supporting hundreds of people, and their families. One positive COVID test could threaten the livelihoods of everyone involved.

But what I’ve been thinking about is how good it feels to get angry. Just listening, I felt a small rush. Fuck yeah, tell those knuckleheads off! They should be taking this seriously! That’s right, Tom, blast them. Fight the good fight.

There is a petty part of me that would love to go Hulk on dipshits who won’t wear a mask but like squirting ketchup on a shoe. You can smother a shoe in ketchup the way you do a hot dog but it’s still a shoe. In this metaphor, anger is ketchup.

And then I thought: How many times has he gotten pissed for no good reason. Which led me to my next thought bubble: How many times have I gotten bent out of shape just because I could?

I’m a man who wrestles with his anger. I am most comfortable with two emotions: One is anger and the other is grinding my teeth. For years I truly believed that anger was how you got things done. As if trains run on screams or phones can be charged wireless via tightly clenched fists. There was a part of me that wanted to believe that shaking a broken toaster would magically fix that toaster.

I once had an upstairs neighbor who would work out late at night using a noisy rowing machine. There were times I would literally shake my fist at the ceiling like I was trying to pick a fight with God while just vomiting profanities like hot lava. I would get so worked up and, you know, every time he’d just row faster.

That was years ago. LOL!

But I have learned in that time that my temper is a sort of poker tell. It’s how I know I’m scared or sad. There are many wonderful things about being a man but we are poorly served by society in many ways. So many. I can’t get into them all. One way is we’re told that anger is might. That an angry man is a force of nature. That he is strong. Those veins that pop out on your head when you’re losing your shit? They’re meat lightening, not potential signs of a cardiac event.

The truth is anger is the loss of control. It is the ugly face of weakness. When a person is lost in their rage they are lost emotionally. If you ever see me get mad you can bet I’m wrestling with feelings that I don’t know what to do with. I have spent years in therapy talking about how my anger keeps me from connecting with those I love. My anger has also nuked relationships with people I love. My anger has resulted in emotional casualties. I have said things while incensed that no apology can make right. There are some wounds that can’t be healed, at least not by the person who caused them. Trust me, life is lighter without those kinds of burdens/

I have made some progress over the years but I will spend the rest of my life slowly, mindfully, breathing in, and breathing out and trying not to say and do things I will regret.

I hope the Mission: Impossible movies finish filming without anyone getting sick. I actually like those movies. They have become, improbably, favorites of mine. I look forward to Ethan Hunt’s increasingly insane adventures the same way I eagerly anticipate new Batman and Bond films. I also love how these movies have turned 58-year-old Tom Cruise into a sort of super stunt man with perfect teeth.

But as an angry man, I have to listen to those tapes and wonder if there are other ways to deal with conflict or situations beyond your control. It is reasonable to express frustration if people who work for you are defying regulations meant to protect others. It is acceptable to warn them there are consequences!

I just think angry dudes should think twice before indulging in rage. And you know who you are. You’re probably a man, but dangerous tempers are not specific to just one gender. I do feel, however, that men are encouraged to play with anger more than women. I think men are raised to hide their fears and vulnerabilities behind fireballs of anger. But smacking around a broken toaster does not fix it. It just breaks it more.",human,human-written
"CSS Image Gallery

CSS can be used to create an image gallery. Add a description of the image here Add a description of the image here Add a description of the image here Add a description of the image here

Image Gallery

The following image gallery is created with CSS:

Example <html>

<head>

<style>

div.gallery {

margin: 5px;

border: 1px solid #ccc;

float: left;

width: 180px;

}


div.gallery:hover {

border: 1px solid #777;

}


div.gallery img {

width: 100%;

height: auto;

}


div.desc {

padding: 15px;

text-align: center;

}

</style>

</head>

<body>


<div class=""gallery"">

<a target=""_blank"" href=""fjords.jpg"">

<img src=""5terre.jpg"" alt=""Cinque Terre"" width=""300"" height=""200"">

</a>

<div class=""desc"">Add a description of the image here</div>

</div>


<div class=""gallery"">

<a target=""_blank"" href=""forest.jpg"">

<img src=""forest.jpg"" alt=""Forest"" width=""300"" height=""200"">

</a>

<div class=""desc"">Add a description of the image here</div>

</div>


<div class=""gallery"">

<a target=""_blank"" href=""lights.jpg"">

<img src=""lights.jpg"" alt=""Northern Lights"" width=""300"" height=""200"">

</a>

<div class=""desc"">Add a description of the image here</div>

</div>


<div class=""gallery"">

<a target=""_blank"" href=""mountains.jpg"">

<img src=""mountains.jpg"" alt=""Mountains"" width=""300"" height=""200"">

</a>

<div class=""desc"">Add a description of the image here</div>

</div>


</body>

</html> Try it Yourself »

More Examples",human,human-written
"
Originally, Mazda planned to bring only 500 2019 MX-5 Miata 30th Anniversary Edition cars to the United States, but the automaker has decided to appease at least some of those who missed out.
On Tuesday, the company said it has allocated another 143 cars for U.S. buyers. The figure is still part of the 3,000 total cars Mazda plans for production globally.
The U.S. was the only market that offered pre-orders for the beautiful orange Miata, and the original batch of 500 cars sold out in only four hours. Mazda spokesman Tim Olsen told Motor Authority that the cars were planned to simply go to dealer lots in other countries. Since none of the cars are at dealers yet, the decision to add more cars to the U.S. allotment is likely just a thank you to loyal U.S. customers rather than an indication of a lack of interest in other markets. Now, 643 of the special-edition cars will be headed to American shores.
2019 Mazda MX-5 Miata 30th Anniversary Edition
Mazda placed fans who weren't able to snag one of the 500 original cars headed to the U.S. on a waitlist in hopes a slot would open up, should a previous buyer back out. We imagine 143 fans will be very excited to hear the news.
Mazda is splitting production of the 30th Anniversary Edition Miata between the soft-top roadster and the RF variant with a hard top. Those on the waitlist will get the body style they chose when they put in their pre-order, Olsen said. Previously, Mazda said 60 percent of American buyers opted for the soft-top roof, while the other 40 percent went for the RF.
No matter which configuration, each car is finished in a special Racing Orange color that recalls the original MX-5 Miata Club Racer. Completing the look are 17-inch forged wheels from Rays, Brembo brakes, and 30th Anniversary Edition badging. The interior earns heated Recaro seats, orange stitching and piping, and a Bose 9-speaker audio system.
2019 Mazda MX-5 Miata 30th Anniversary Edition
Each car is also powered by the standard 2.0-liter inline-4 engine, which received a bump to 181 horsepower for 2019. A manual and automatic transmission are offered, but those who choose the stick will also receive special Bilstein dampers.
Customers on the waitlist who've crossed their fingers will be notified in the near future about the newly available cars.
",human,human-written
